,Name,Ratings,Reviews,Industry,HQ,Number_of_employees
4273,Everest Spices,4.0,170,FMCG,Mumbai +40 more,1k-5k Employees
4274,Goldstone Cements,3.4,170,Building Material,Kolkata +17 more,51-200 Employees
4275,Shaw Toyota,4.8,170,Automobile,Pune +1 more,11-50 Employees
4276,Informatica Business Solutions,4.1,170,Software Product,Redwood City +4 more,1k-5k Employees
4277,Special Technical Services,4.3,170,Oil & Gas,Muscat +11 more,201-500 Employees
4278,Sophos Technologies,3.9,170,Software Product,Abingdon +6 more,1k-5k Employees
4279,Century Enka,4.0,170,Fashion & Textile,Pune +10 more,501-1k Employees
4280,Century Enka,4.0,170,Fashion & Textile,Pune +10 more,501-1k Employees
4281,GlobusSoft,4.1,170,IT Services & Consulting,Bhilai/Bhillai +4 more,51-200 Employees
4282,Autodesk,4.3,170,Software Product,San Francisco +19 more,1k-5k Employees
4283,Sun Vacuum Formers,3.9,169,Auto Components,Delhi/NCR +7 more,201-500 Employees
4284,Webtel Electrosoft,4.1,169,IT Services & Consulting,Delhi/NCR +12 more,201-500 Employees
4285,CPA Global,4.0,169,IT Services & Consulting,St Helier +4 more,1k-5k Employees
4286,Verse Innovation,3.6,169,Internet,Bangalore/Bengaluru +13 more,501-1k Employees
4287,Nisa Industrial Services,3.9,169,Law Enforcement & Security,Mumbai +35 more,51-200 Employees
4288,RMC Readymix,3.7,169,Building Material,Mumbai +38 more,501-1k Employees
4289,Travelex,3.7,169,Financial Services,London +7 more,501-1k Employees
4290,Smart Chip,4.0,169,Electronics Manufacturing,Noida +50 more,501-1k Employees
4291,JP Infra,3.5,169,Real Estate,Mumbai +8 more,201-500 Employees
4292,LatentView Analytics,3.9,169,IT Services & Consulting,Princeton +4 more,501-1k Employees
4293,Eastern Software Systems,3.2,169,IT Services & Consulting,Noida +7 more,201-500 Employees
4294,SasMos HET Technologies,3.9,169,Electrical Equipment,Bengaluru +3 more,201-500 Employees
4295,Indian Steel Corporation,4.1,169,Iron & Steel,Indore +9 more,1k-5k Employees
4296,MBL Infrastructure Limited,3.7,169,Engineering & Construction,Delhi/NCR +19 more,201-500 Employees
4297,Govt. Medical College,4.3,169,Education & Training,Patiala +54 more,1k-5k Employees
4298,Office Beacon,3.3,169,BPO,California +14 more,501-1k Employees
4299,Elevate Services,3.3,169,Software Product,Los Angeles +3 more,501-1k Employees
4300,Integrated Wireless Solutions,3.9,169,Telecom,Noida +32 more,501-1k Employees
4301,HDFC Credila Financial Services,4.0,169,Financial Services,Mumbai +25 more,501-1k Employees
4302,Ketto,4.1,169,Internet,Mumbai +4 more,201-500 Employees
4303,Ways2excel,4.1,169,EdTech,Kolkata +1 more,51-200 Employees
4304,Velnik India,3.1,169,Beauty & Personal Care,Indore +35 more,1k-5k Employees
4305,MAN Energy Solutions,3.7,169,Industrial Machinery,Augsburg +9 more,201-500 Employees
4306,Sai Service,4.0,169,Automobile,Pune +27 more,501-1k Employees
4307,Century Pulp & Paper,4.1,169,Pulp & Paper,Nainital +15 more,201-500 Employees
4308,Bajaj Healthcare,3.3,169,Pharma,Thane +9 more,51-200 Employees
4309,Aurigene Pharmaceutical Services,4.2,169,Pharma,Bangalore +2 more,201-500 Employees
4310,SNVA Ventures,3.6,169,IT Services & Consulting,Waldorf +3 more,201-500 Employees
4311,MindCraft Software,3.8,168,IT Services & Consulting,Mumbai +6 more,501-1k Employees
4312,Intercontinental Exchange,3.6,168,FinTech,Atlanta +5 more,1k-5k Employees
4313,ADARSH DEVELOPERS,4.4,168,Engineering & Construction,Bangalore/Bengaluru +4 more,501-1k Employees
4314,Hawkins Cookers,3.8,168,501-1k Employees,Mumbai +26 more,Public
4315,Childline India Foundation,4.5,168,Non-Profit,New Delhi +58 more,51-200 Employees
4316,ANR Software Private Limited,4.1,168,IT Services & Consulting,Noida +3 more,201-500 Employees
4317,Renom Energy Services,4.3,168,Engineering & Construction,pune +28 more,501-1k Employees
4318,Avaada Energy,4.4,168,Power,Mumbai +22 more,501-1k Employees
4319,"Apollo Gleneagles Hospitals, Kolkata",4.2,168,Healthcare,Kolkata +1 more,501-1k Employees
4320,Jms Mining Services,3.7,168,Metals & Mining,Kolkata +24 more,501-1k Employees
4321,Shaadi.com,3.6,168,Internet,Mumbai +25 more,201-500 Employees
4322,L. V. Prasad Eye Institute,4.4,168,Healthcare,Hyderabad/Secunderabad +11 more,501-1k Employees
4323,Steelman Telecom,3.7,168,501-1k Employees (Global),Kolkata +33 more,38 years old
4324,Indo Nissin Foods,4.2,168,Food Processing,Bangalore/Bengaluru +30 more,201-500 Employees
4325,Olectra Greentech,3.4,168,Automobile,Hyderabad/Secunderabad +16 more,201-500 Employees
4326,Bharathi Cement,4.1,168,Building Material,Hyderabad +32 more,1k-5k Employees
4327,Accutest Research Laboratories,3.9,168,Clinical Research,Navi Mumbai +5 more,201-500 Employees
4328,Bright Life Care,4.0,168,Fitness & Wellness,Gurgaon +34 more,1k-5k Employees
4329,Beam Suntory,4.4,168,Beverage,Chicago +38 more,501-1k Employees
4330,Venus Industrial Corporation,4.1,168,Industrial Machinery,Faridabad +13 more,1-10 Employees
4331,Shubhalakshmi Polyesters,3.7,168,Fashion & Textile,Mumbai +10 more,501-1k Employees
4332,Jaiprakash Power Ventures,3.9,168,Power,Noida +15 more,5k-10k Employees
4333,Barmalt Malting,3.9,168,Food Processing,Gurgaon/Gurugram +5 more,201-500 Employees
4334,THE GUARDIANS Real Estate Advisory,3.6,168,Real Estate,Mumbai +8 more,1k-5k Employees
4335,Catch Foods,4.2,168,Food Processing,Noida +48 more,Noida +48 more
4336,Captain Fresh,3.8,168,Food Processing,Bangalore +19 more,501-1k Employees
4337,Opporture,4.8,168,Content Development,Kanpur,201-500 Employees
4338,National Institute for Smart Government,3.7,168,Management Consulting,Delhi +30 more,501-1k Employees
4339,Computacenter,4.5,168,IT Services & Consulting,Hatfield +7 more,1k-5k Employees
4340,Bharat Wire Ropes,3.5,167,Iron & Steel,Mumbai +7 more,201-500 Employees
4341,Archirodon,4.0,167,Engineering & Construction,Dordrecht +14 more,201-500 Employees
4342,Gap,3.8,167,Fashion & Textile,Delhi/NCR +17 more,1k-5k Employees
4343,Decimal Point Analytics,3.1,167,Analytics & KPO,Mumbai +6 more,501-1k Employees
4344,Olympus,4.0,167,Healthcare,Tokyo +17 more,201-500 Employees
4345,Praxis Services,3.2,167,Management Consulting,Gurugram +5 more,201-500 Employees (Global)
4346,RG Stone Urology & Laparoscopy Hospital,4.4,167,Healthcare,Delhi/NCR +13 more,201-500 Employees
4347,GE Transportation,4.3,167,Industrial Machinery,Pittsburgh +11 more,1k-5k Employees
4348,iBall,3.7,167,Consumer Electronics & Appliances,Mumbai +36 more,501-1k Employees
4349,Quantzig,4.8,167,Analytics & KPO,Bengaluru/Bangalore +1 more,51-200 Employees
4350,Hindustan Urvarak & Rasayan,3.1,167,Agro Chemicals,Gorakhpur +15 more,501-1k Employees
4351,Towell Engineering Group,3.6,167,Engineering & Construction,Muscat +10 more,51-200 Employees
4352,I P Integrated Services,4.3,167,Telecom,Gurgram +40 more,51-200 Employees
4353,Colourtex,4.0,167,Chemicals,Surat +10 more,501-1k Employees
4354,LetsTransport,3.3,167,Logistics,Bangalore +22 more,501-1k Employees
4355,Drake & Scull International PJSC,3.8,167,Engineering & Construction,Dubai +14 more,51-200 Employees
4356,EPIQ Systems,3.8,167,IT Services & Consulting,New York +4 more,1k-5k Employees
4357,Kanpur Plastipack,3.7,166,Packaging,Kanpur +2 more,1k-5k Employees
4358,Xylem Water Solutions,3.9,166,Waste Management,Rye Brook +14 more,501-1k Employees
4359,Om Innovation Call Services,3.5,166,BPO,Delhi/NCR +9 more,51-200 Employees
4360,Kanpur Plastipack,3.7,166,Packaging,Kanpur +2 more,1k-5k Employees
4361,Xylem Water Solutions,3.9,166,Waste Management,Rye Brook +14 more,501-1k Employees
4362,Barbrik Project Limited (PRA Group),4.5,166,Engineering & Construction,Gurgaon/Gurugram +17 more,1k-5k Employees
4363,Narula Infrastructure,3.7,166,Engineering & Construction,Kolkata +38 more,5k-10k Employees
4364,Galgotias University,3.3,166,Education & Training,Greater Noida +7 more,201-500 Employees
4365,Service Master Clean,4.2,166,Facility Management Services,Chicago +38 more,1k-5k Employees
4366,SCA Health India,4.9,166,BPO,Noida +7 more,201-500 Employees
4367,o9 Solutions,3.9,166,IT Services & Consulting,Dallas +2 more,1k-5k Employees
4368,Innoval Digital Solutions,4.6,166,Software Product,Trivandrum/Thiruvananthapuram +5 more,201-500 Employees
4369,TerraCIS Technologies,3.7,166,IT Services & Consulting,Gurgaon/Gurugram +35 more,1k-5k Employees
4370,Mayoor School,4.7,166,Education & Training,Noida +8 more,51-200 Employees
4371,Indo Rama Synthetics (i),3.6,166,Fashion & Textile,Gurgaon/Gurugram +11 more,51-200 Employees
4372,Vidya Mandir Classes,3.9,166,EdTech,New Delhi +36 more,1-10 Employees
4373,BPO+,4.1,165,BPO,Doha +40 more,201-500 Employees
4374,Saudi Electricity Company,4.6,165,Power,Riyadh +16 more,201-500 Employees
4375,OmniActive Health Technologies,3.6,165,Fitness & Wellness,Mumbai +11 more,501-1k Employees
4376,International Travel House,4.1,165,Hospitality,Gurgaon/Gurugram +18 more,501-1k Employees
4377,E2logy Software Solutions,4.4,165,IT Services & Consulting,Ahmedabad +2 more,51-200 Employees
4378,Scope eKnowledge Center,3.6,165,IT Services & Consulting,Chennai +5 more,201-500 Employees
4379,Cubastion Consulting,4.0,165,IT Services & Consulting,Gurgaon +2 more,201-500 Employees
4380,King George's Medical University,4.2,165,Education & Training,Lucknow +11 more,501-1k Employees
4381,Manba Finance,3.8,165,NBFC,Mumbai +20 more,501-1k Employees
4382,Gawar Construction,4.2,165,Engineering & Construction,Gurgaon/Gurugram +28 more,501-1k Employees
4383,Rittal,4.0,165,Industrial Machinery,Herborn +14 more,501-1k Employees
4384,Cubastion Consulting,4.0,165,IT Services & Consulting,Gurgaon +2 more,201-500 Employees
4385,Li & Fung,3.9,165,Electrical Equipment,Kowloon +10 more,501-1k Employees
4386,Can Fin Homes,3.5,165,NBFC,Bangalore +56 more,501-1k Employees
4387,Utkarsh India,3.2,165,Industrial Machinery,Kolkata +14 more,501-1k Employees
4388,Apmosys Technologies,3.7,165,IT Services & Consulting,Mumbai +3 more,51-200 Employees
4389,Sam India Built Well,3.6,165,Engineering & Construction,New Delhi +16 more,5k-10k Employees
4390,Ratna Sagar,3.9,165,Printing & Publishing,Delhi/NCR +21 more,501-1k Employees
4391,Oriental Aromatics,3.2,165,Chemicals,Mumbai +7 more,501-1k Employees
4392,Sakon,3.4,165,Software Product,Concord +2 more,501-1k Employees
4393,A.O. Smith,3.9,165,Consumer Electronics & Appliances,Milwaukee +31 more,1k-5k Employees
4394,Skets Studio,4.3,165,Architecture & Interior Design,New Delhi +3 more,501-1k Employees
4395,Global Opportunities,4.5,165,EdTech,Delhi/NCR +17 more,51-200 Employees
4396,JSW Steel Coated Products,3.6,165,Mumbai +19 more,Mumbai +19 more,
4397,Lokesh Machines,3.6,165,Industrial Machinery,Hyderabad/Secunderabad +7 more,501-1k Employees
4398,Siegwerk,4.1,164,Chemicals,Siegburg +18 more,501-1k Employees
4399,Sunteck Realty,3.4,164,Real Estate,Mumbai +8 more,51-200 Employees
4400,Red Bull,4.0,164,Beverage,Fuschl +38 more,1k-5k Employees
4401,Hyva,3.4,164,Urban Transport,Mumbai +15 more,501-1k Employees
4402,Siegwerk,4.1,164,Chemicals,Siegburg +18 more,501-1k Employees
4403,Yethi Consulting,3.4,164,IT Services & Consulting,Bangalore/Bengaluru +10 more,501-1k Employees
4404,Unicorn Infosolutions,3.7,164,Retail,Mumbai +15 more,201-500 Employees
4405,Snowman Logistics,4.2,164,Logistics,Bangalore/Bengaluru +24 more,201-500 Employees
4406,Marine Electricals,3.7,164,Electrical Equipment,Mumbai +20 more,201-500 Employees
4407,Malladi Drugs & Pharmaceuticals,4.1,164,Pharma,Chennai +11 more,201-500 Employees
4408,Essae Digitronics,3.9,164,Electronics Manufacturing,Bangalore/Bengaluru +24 more,51-200 Employees
4409,Filatex India,3.9,164,Fashion & Textile,Noida +10 more,1k-5k Employees
4410,Stedman Pharmaceuticals,4.4,164,Pharma,Chennai +36 more,201-500 Employees
4411,Four Seasons Hotel,4.2,164,Hospitality,Toronto +20 more,501-1k Employees
4412,SCM Garments,3.8,164,Fashion & Textile,Agartala +10 more,10k-50k Employees
4413,Upwork,4.6,164,Internet,Santa Clara +29 more,501-1k Employees
4414,JCT,3.9,164,Fashion & Textile,Hoshiarpur +12 more,1k-5k Employees
4415,CyberSWIFT Infotech,3.8,164,IT Services & Consulting,Worthington +7 more,501-1k Employees
4416,APOLLO POWER SYSTEMS,4.0,164,Electrical Equipment,Bangalore/Bengaluru +8 more,1k-5k Employees
4417,Ansal Api,3.8,164,Real Estate,New Delhi +17 more,1k-5k Employees
4418,Mayur Uniquoters,4.1,164,Leather,Jaipur +7 more,501-1k Employees
4419,Noida Power Company,4.0,164,Power,Greater Noida +6 more,1k-5k Employees
4420,Technique Control Facility Management,3.6,164,Facility Management Services,Bengaluru/Bangalore +18 more,51-200 Employees
4421,Sopra Banking Software,3.8,164,IT Services & Consulting,Noida +4 more,1k-5k Employees
4422,Joyson Safety Systems,3.9,164,Auto Components,Neemrana +8 more,1k-5k Employees
4423,Pearl Global Industries,3.9,164,Fashion & Textile,Gurgaon/Gurugram +8 more,501-1k Employees
4424,Interarch Building Product,4.2,164,Engineering & Construction,Noida +22 more,1k-5k Employees
4425,Electropneumatics & Hydraulics (I),3.8,164,Industrial Machinery,Pune +3 more,501-1k Employees
4426,Hurix Systems,3.3,164,Software Product,Chennai +4 more,1k-5k Employees
4427,Qualys,3.6,164,IT Services & Consulting,Pune +3 more,1k-5k Employees
4428,Country Delight,4.0,163,Food Processing,Gurgaon/Gurugram +19 more,1k-5k Employees
4429,Varindera Constructions,4.2,163,Engineering & Construction,Gurgaon/Gurugram +15 more,501-1k Employees
4430,Alf Engineering,3.9,163,Auto Components,Nashik +11 more,201-500 Employees
4431,All India Radio,4.2,163,Broadcasting,New Delhi +63 more,1k-5k Employees
4432,Weatherford,4.0,163,Oil & Gas,Mumbai +17 more,1k-5k Employees
4433,SEED Infotech,3.7,163,IT Services & Consulting,Pune +15 more,1k-5k Employees
4434,Valmet,4.0,163,Oil & Gas,Chennai +13 more,51-200 Employees
4435,Enmas O & M Services,3.8,163,Oil & Gas,Chennai +23 more,1k-5k Employees
4436,Eternis Fine Chemicals,3.8,163,Chemicals,Pune +7 more,201-500 Employees
4437,Jyoti Structures,3.3,163,Power,Nashik +30 more,11-50 Employees
4438,Ahresty India,3.9,163,Auto Components,Bawal +8 more,51-200 Employees
4439,Mirafra Technologies,3.9,163,Semiconductors,Bengaluru/Bangalore +4 more,501-1k Employees
4440,SEED Infotech,3.7,163,IT Services & Consulting,Pune +15 more,1k-5k Employees
4441,Unilog Content Solutions ( P),3.3,163,Software Product,Wayne +4 more,501-1k Employees
4442,All India Radio,4.2,163,Broadcasting,Delhi/NCR +63 more,1k-5k Employees
4443,Weatherford,4.0,163,Oil & Gas,Houston +17 more,1k-5k Employees
4444,Auro Realty Private Limited,4.3,163,Real Estate,Hyderabad/Secunderabad +13 more,501-1k Employees
4445,Stashfin,4.4,163,FinTech,Delhi +13 more,11-50 Employees
4446,Radio Mirchi,3.6,163,Broadcasting,Mumbai +42 more,501-1k Employees
4447,Dr Mohan's Diabetes Specialities Centre,4.2,163,Healthcare,Chennai +32 more,1k-5k Employees
4448,Gujarat Narmada Valley Fertilizers & Chemicals,4.2,163,Agro Chemicals,Bharuch +12 more,1k-5k Employees
4449,Dalmia Bharat Sugar & Industries,4.1,163,Food Processing,New Delhi +14 more,1k-5k Employees
4450,Eternis Fine Chemicals,3.8,163,Chemicals,Mumbai +7 more,201-500 Employees
4451,Bombay Stock Exchange,3.8,163,Financial Services,Mumbai +9 more,1k-5k Employees
4452,Qatargas,4.6,163,Oil & Gas,Doha +13 more,5k-10k Employees
4453,Acmegrade,3.7,163,51-200 Employees,Bengaluru/Bangalore +8 more,Bengaluru/Bangalore +8 more
4454,Indus Valley Partners,3.4,163,IT Services & Consulting,New York +6 more,201-500 Employees
4455,Cogencis Information Services,3.8,163,IT Services & Consulting,Mumbai +6 more,501-1k Employees
4456,Amara Raja Infra,3.9,163,Engineering & Construction,Hyderabad +17 more,201-500 Employees
4457,Student Life,3.9,163,501-1k Employees,Kolkata +31 more,6 years old
4458,Bank Muscat,4.3,162,Banking,Muscat +61 more,51-200 Employees
4459,Metacube Software,4.1,162,IT Services & Consulting,Jaipur +3 more,1k-5k Employees
4460,National Aerospace Laboratories,4.5,162,Defence & Aerospace,Bangalore/Bengaluru +2 more,1k-5k Employees
4461,Chain-Sys,3.7,162,IT Services & Consulting,Grand Ledge +6 more,501-1k Employees
4462,Ring Plus Aqua,3.7,162,Auto Components,Thane +8 more,201-500 Employees
4463,Betsol,3.5,162,IT Services & Consulting,Broomfield +2 more,501-1k Employees
4464,ICFAI Business School,3.7,162,Education & Training,Hyderabad +44 more,1k-5k Employees
4465,Metacube Software,4.1,162,IT Services & Consulting,Jaipur +3 more,1k-5k Employees
4466,HomeShop18,4.4,162,Internet,Noida +12 more,501-1k Employees
4467,Azim Premji Foundation,4.2,162,Non-Profit,Bangalore/Bengaluru +39 more,1k-5k Employees
4468,SEW Infrastructure,4.0,162,Engineering & Construction,Hyderabad/Secunderabad +21 more,1k-5k Employees
4469,Mol Information Processing Services India,4.1,162,IT Services & Consulting,Kolkata +6 more,51-200 Employees
4470,Leayan Global,4.2,162,Fashion & Textile,Kanpur +34 more,1k-5k Employees
4471,Shriram Properties,3.7,162,Real Estate,Bangalore/Bengaluru +8 more,501-1k Employees
4472,Carzonrent,3.8,162,Travel & Tourism,Delhi +14 more,51-200 Employees
4473,Escorts Construction Equipment,4.0,162,Industrial Machinery,Faridabad +25 more,1k-5k Employees
4474,IFB Automotive,3.8,162,Auto Components,Bangalore  +13 more,501-1k Employees
4475,DST Worldwide Services,3.9,162,Hyderabad/Secunderabad +4 more,Hyderabad/Secunderabad +4 more,
4476,Cadsys,4.1,162,IT Services & Consulting,Hyderabad/Secunderabad +4 more,201-500 Employees
4477,Thirumalai Chemicals,3.9,162,Chemicals,Ranipet +8 more,501-1k Employees
4478,Megafine Pharma,3.9,162,Pharma,Mumbai +8 more,201-500 Employees
4479,SAVIC Technologies,3.3,162,IT Services & Consulting,Navi Mumbai +13 more,201-500 Employees
4480,SAVIC Technologies,3.3,162,IT Services & Consulting,Navi Mumbai +13 more,201-500 Employees
4481,Exeltis,4.2,162,Pharma,Madrid +30 more,1k-5k Employees
4482,Peerless Biotech,4.5,162,Medical Equipment,Chennai +25 more,201-500 Employees
4483,Megafine Pharma,3.9,162,Pharma,Mumbai +8 more,201-500 Employees
4484,Avanse Financial Services,3.9,162,Financial Services,Mumbai +22 more,501-1k Employees
4485,Xeam Ventures,3.8,162,Recruitment,Mohali +43 more,51-200 Employees
4486,Dhampur Sugar Mills,3.5,162,Agro Chemicals,Delhi/NCR +15 more,1k-5k Employees
4487,Cadworks India,4.7,162,Design,New Delhi +8 more,51-200 Employees
4488,ILJIN AUTOMOTIVE,3.6,162,Automobile,Seoul +12 more,51 years old
4489,Belstar Microfinance,4.1,162,NBFC,Chennai +71 more,5k-10k Employees
4490,Befree Business Resourceing,3.5,162,Accounting & Auditing,Parramatta +10 more,1k-5k Employees
4491,Phenom,3.6,162,Software Product,Ambler +3 more,1k-5k Employees
4492,Gangar Eyenation,4.2,162,Retail,Mumbai +18 more,501-1k Employees
4493,Venkateshwar Hospital,3.6,162,Healthcare,Delhi/NCR +5 more,201-500 Employees
